Model,Sentence,Target,Sentiment,published_time
TSC,The incident happened on Union Pacific Railroad tracks in the city of North Platte.,UN,neutral,2023-09-15
TSC,"North Platte Volunteer Fire Department announced that they would order those living in the area to evacuate due to the toxic smoke from the railroad, according to media reports.",UN,neutral,2023-09-15
TSC,"""In a statement to DailyMail.com, Union Pacific Railroad said that an explosion occurred inside a container which resulted in several railcars catching fire.",UN,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",US,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",UN,neutral,2023-09-15
TSC,"Perchloric is a hazardous material used in food, drugs and biocidal products, as well as explosives, according to the report.",US,neutral,2023-09-15
TSC,"Two months ago, a fire at a Louisiana chemical plant triggered explosions that shook homes several miles away and sent flames and smoke billowing into the air in mid-July, prompting emergency officials to urge a few hundred nearby residents to shelter indoors for several hours and to turn off their air conditioners, the Associated Press reported.",UN,neutral,2023-09-15
TSC,"Another was a flawed system of governance in the US transport industry, experts noted.",US,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",US,negative,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",China,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",UN,neutral,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",US,negative,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",UN,positive,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",US,neutral,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",UN,neutral,2023-09-15
TSC,"""Analysts said that the frequent occurrence of similar incidents shows that the error correction mechanism in the US has failed.",US,neutral,2023-09-15
TSC,"Apart from this, racism and the proliferation of guns are also clear examples of the failure of error correction mechanisms, experts noted.",UN,negative,2023-09-15
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo: Xinhua) 



",UN,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo:",UN,neutral,2023-09-14
TSC,Xinhua) Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.",UN,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",Palestine,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,"The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days.(Photo: Xinhua) 



 



Palestinians from Ain Al-Helweh camp prepare to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days(Photo: Xinhua),UN,neutral,2023-09-14
TSC,"Chongqing, Sichuan, Shandong… Stelios Virvidakis expectantly plans his next China tour before a visit by the Global Times at his office in Athens, Greece. ",China,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,US,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,UN,neutral,2023-09-14
TSC,"Over the summer, the center has received two scholars from China who have given lectures on the history of China, and other visiting guests from places like Israel, who offered their views on Chinese medicine and its history, and a lecturer from France with insights in Chinese mathematics and how scholars in ancient China studied the living science.",Israel,neutral,2023-09-14
